"me.species","me.records","me.auc","null.auc"
"Dicranomyia (Idiopyga) lackschewitzi.csv",5,0.5382,0.8874
"Dicranomyia (Sivalimnobia) aquosa.csv",99,0.934,0.648212121212121
"Dicranomyia goritiensis.csv",42,0.9312,0.690142857142857
"Dicranomyia lucida.csv",185,0.9052,0.598845945945946
"Dicranomyia ornata.csv",59,0.8952,0.657474576271186
"Dicranoptycha (Dicranoptycha) cinerascens.csv",5,0.8482,0.8894
"Dicranota (Dicranota) crassicauda.csv",5,0.9171,0.8289
"Dilophus antipedalis.csv",5,0.9352,0.8746
"Dilophus beckeri.csv",11,0.9834,0.791227272727273
"Dilophus bispinosus.csv",8,0.8459,0.792875
"Dilophus borealis.csv",17,0.8108,0.758470588235294
"Dioctria (Dioctria) harcyniae.csv",15,0.8996,0.746133333333333
"Dioctria (Dioctria) rufa.csv",9,0.8167,0.781333333333333
"Dionaea aurifrons.csv",7,0.8492,0.828071428571429
"Dioxyna bidentis.csv",445,0.8725,0.570493258426966
"Dioxyna sororcula.csv",8,0.9631,0.7573125
"Diplonevra (Diplonevra) oldenbergi.csv",5,0.7953,0.8765
"Diplonevra (Tristoechia) abbreviata.csv",7,0.692,0.803
"Ditrichophora (Ditrichophora) nectens.csv",17,0.7738,0.757852941176471
"Ditrichophora (Gymnoclasiopa) cinerella.csv",10,0.8075,0.8044
"Ditrichophora (Gymnoclasiopa) plumosa.csv",46,0.9251,0.664804347826087
"Ditrichophora (Gymnoclasiopa) psilopina.csv",8,0.6757,0.836875
"Dixa borealis.csv",15,0.8668,0.7633
"Dixa tetrica.csv",8,0.9919,0.786625
"Dixella attica.csv",72,0.9095,0.647055555555556
"Dixella autumnalis.csv",274,0.9349,0.584178832116788
"Dixella dyari.csv",14,0.901,0.770214285714286
"Dixella filicornis.csv",67,0.8157,0.643268656716418
"Dixella graeca.csv",11,0.959,0.799636363636364
"Dixella hyperborea.csv",46,0.8099,0.674771739130435
"Dixella laeta.csv",37,0.9027,0.675621621621622
"Dixella nigra.csv",45,0.933,0.669688888888889
"Dixella serotina.csv",92,0.9379,0.63275
"Docosia expectata.csv",11,0.8618,0.786909090909091
"Docosia muelleri.csv",8,0.8895,0.8258125
"Dolichocephala woodi.csv",10,0.9068,0.81685
"Dolichopus (Dolichopus) annulitarsis.csv",6,0.8156,0.86075
"Dolichopus (Dolichopus) atratus.csv",278,0.9181,0.582737410071942
"Dolichopus (Dolichopus) bonsdorfii.csv",12,0.842,0.790083333333333
"Dolichopus (Dolichopus) costalis.csv",6,0.7134,0.852083333333333
"Dolichopus (Dolichopus) excisus.csv",14,0.9484,0.7785
"Dolichopus (Dolichopus) laticola.csv",9,0.9686,0.806222222222222
"Dolichopus (Dolichopus) lineatocornis.csv",17,0.8346,0.763235294117647
"Dolichopus (Dolichopus) nigripes.csv",10,0.8856,0.80095
"Dolichopus (Dolichopus) phaeopus.csv",20,0.8943,0.7406
"Dolichopus (Dolichopus) signatus.csv",154,0.9016,0.612954545454545
"Dolichopus (Dolichopus) strigipes.csv",31,0.945,0.691129032258065
"Dolichopus (Dolichopus) tanythrix.csv",9,0.7767,0.784444444444444
"Dolichopus (Dolichopus) virgultorum.csv",32,0.9364,0.7174375
"Dolichopus argyrotarsis.csv",21,0.7993,0.72747619047619
"Dolichopus brachyurus.csv",124,0.7197,0.615032258064516
"Dolichopus signifer.csv",29,0.8968,0.685275862068966
"Doncricotopus dentatus.csv",12,0.7763,0.764583333333333
"Dorycera graminum.csv",82,0.7884,0.650487804878049
"Dorycera grandis.csv",20,0.9731,0.72765
"Dorylomorpha (Dorylomorpha) rufipes.csv",18,0.8016,0.729888888888889
"Dorylomorpha (Dorylomyza) anderssoni.csv",23,0.8747,0.73
"Dorylomorpha (Dorylomyza) canadensis.csv",20,0.7559,0.73365
"Dorylomorpha (Dorylomyza) hackmani.csv",10,0.6588,0.7959
"Dorylomorpha (Dorylomyza) hungarica.csv",24,0.8844,0.721041666666667
"Dorylomorpha (Dorylomyza) praetermissa.csv",7,0.9076,0.830928571428571
"Dorylomorpha platystylis.csv",16,0.8909,0.761125
"Drapetis (Drapetis) exilis.csv",42,0.8175,0.678904761904762
"Drapetis (Drapetis) stackelbergi.csv",6,0.7825,0.855333333333333
"Dratnalia potamophylaxi.csv",8,0.8502,0.783875
"Drino gilva.csv",5,0.822,0.8753
"Drisina glutinosa.csv",25,0.8734,0.71908
"Drosophila (Sophophora) eskoi.csv",11,0.807,0.787
"Drosophila (Sophophora) helvetica.csv",6,0.9165,0.891666666666667
"Drosophila (Sophophora) ingrica.csv",11,0.8795,0.784636363636364
"Dryomyia circinans.csv",40,0.7093,0.674875
"Dryomyia lichtensteinii.csv",54,0.7899,0.66662962962963
"Dryope flaveola.csv",248,0.8053,0.585729838709677
"Dysmachus hamulatus.csv",6,0.8072,0.882333333333333
"Dysmachus harpax.csv",11,0.9775,0.778272727272727
"Dysmachus praemorsus.csv",5,0.7711,0.8856
"Dystolmus kiesenwetteri.csv",8,0.7408,0.82325
"Earomyia virilis.csv",9,0.7459,0.788055555555556
"Eccoptomera microps.csv",21,0.8144,0.74
"Eccoptomera ornata.csv",66,0.7433,0.644007575757576
"Eclimus gracilis.csv",9,0.7833,0.811111111111111
"Ectaetia clavipes.csv",16,0.758,0.7728125
"Ectaetia platyscelis.csv",8,0.7823,0.807625
"Ectophasia leucoptera.csv",24,0.7555,0.730041666666667
"Eggisops pecchiolii.csv",37,0.9278,0.688756756756757
"Einfeldia carbonaria.csv",138,0.9109,0.620528985507246
"Einfeldia pectoralis.csv",19,0.7768,0.722236842105263
"Elachiptera austriaca.csv",42,0.9418,0.666666666666667
"Elachiptera strobli.csv",617,0.8073,0.565186385737439
"Elachisoma pilosum.csv",14,0.7637,0.772535714285714
"Elgiva divisa.csv",10,0.8439,0.82145
"Ellipteroides (Ellipteroides) galamusensis.csv",237,0.9272,0.593379746835443
"Ellipteroides (Ellipteroides) lateralis.csv",237,0.9292,0.591995780590717
"Elodia morio.csv",9,0.8024,0.780166666666667
"Eloeophila apicata.csv",84,0.8936,0.648369047619048
"Eloeophila verralli.csv",59,0.9009,0.653381355932203
"Empis (Anacrostichus) verralli.csv",48,0.8944,0.663083333333333
"Empis (Coptophlebia) albinervis.csv",183,0.9112,0.596267759562842
"Empis (Coptophlebia) volucris.csv",22,0.8154,0.716386363636364
"Empis (Empis) albohirta.csv",128,0.8573,0.6158828125
"Empis (Empis) bohemica.csv",5,0.9966,0.9132
"Empis (Empis) laminata.csv",13,0.8356,0.773
"Empis (Empis) limata.csv",6,0.9329,0.836666666666667
"Empis (Empis) praevia.csv",110,0.895,0.627859090909091
"Empis (Empis) woodi.csv",9,0.8812,0.761833333333333
"Empis (Leptempis) grisea.csv",141,0.9181,0.619117021276596
"Empis (Leptempis) pandellei.csv",7,0.9546,0.835428571428571
"Empis (Pachymeria) scotica.csv",21,0.9606,0.725285714285714
"Empis (Pachymeria) tumida.csv",30,0.9077,0.6856
"Empis (Xanthempis) laetabilis.csv",12,0.8292,0.784583333333333
"Empis (Xanthempis) punctata.csv",155,0.9086,0.621496774193548
"Empis (Xanthempis) scutellata.csv",93,0.9475,0.63710752688172
"Empis (Xanthempis) semicinerea.csv",11,0.9511,0.804363636363636
"Endochironomus dispar.csv",262,0.8871,0.584196564885496
"Endochironomus lepidus.csv",170,0.8673,0.605476470588235
"Erax barbatus.csv",45,0.9301,0.675444444444444
"Eriopogon lainger.csv",5,0.7897,0.8778
"Eriopogon laniger.csv",5,0.7829,0.8726
"Erioptera (Erioptera) flavissima.csv",5,0.8318,0.8764
"Erioptera (Erioptera) limbata.csv",15,0.8664,0.760566666666667
"Erioptera (Erioptera) meijerei.csv",40,0.8712,0.683325
"Erioptera (Erioptera) pederi.csv",10,0.7532,0.79055
"Erioptera (Erioptera) verralli.csv",46,0.9089,0.672239130434783
"Erioptera (Mesocyphona) bivittata.csv",21,0.9748,0.725571428571429
"Eriothrix rufomaculatus.csv",3119,0.8288,0.537725232446297
"Eristalis fratercula.csv",19,0.9262,0.732368421052632
"Ernestia laevigata.csv",44,0.8547,0.685295454545455
"Ernestia puparum.csv",224,0.8059,0.592727678571429
"Ernestia rudis.csv",294,0.8584,0.583884353741497
"Ernestia vagans.csv",20,0.7745,0.7224
"Erythrocera nigripes.csv",33,0.8312,0.699787878787879
"Estheria bohemani.csv",17,0.8309,0.774352941176471
"Estheria simonyi.csv",11,0.9493,0.767
"Ethiromyia chalybeus.csv",145,0.8914,0.608810344827586
"Eudasyphora cyanicolor.csv",460,0.8391,0.566186956521739
"Eudorylas fascipes.csv",9,0.6848,0.811444444444444
"Eudorylas fusculus.csv",15,0.7406,0.770133333333333
"Eudorylas jucundus.csv",13,0.8616,0.770192307692308
"Eudorylas straminipes.csv",10,0.8432,0.7983
"Eudorylas unicolor.csv",13,0.8219,0.781576923076923
"Eukiefferiella boevrensis.csv",15,0.7997,0.752666666666667
"Eukiefferiella clypeata.csv",17,0.8713,0.767470588235294
"Eukiefferiella cyanea.csv",5,0.9675,0.8938
"Eukiefferiella fuldensis.csv",5,0.8264,0.9108
"Euleia separata.csv",7,0.9528,0.831285714285714
"Eumerus argyropus.csv",8,0.6988,0.78825
"Eumerus latitarsis.csv",11,0.9605,0.755636363636364
"Eumerus olivaceus.csv",13,0.9181,0.788846153846154
"Eumerus purpureus.csv",6,0.9837,0.8455
"Eupeodes (Metasyrphus) tirolensis.csv",11,0.8822,0.798090909090909
"Eupeodes lapponicus.csv",917,0.805,0.552689203925845
"Euphranta (Rhacochlaena) toxoneura.csv",58,0.8357,0.6605
"Euphylidorea lineola.csv",389,0.9264,0.570321336760925
"Eurina lurida.csv",10,0.8214,0.8253
"Eutaenionotum guttipennis.csv",22,0.8481,0.73225
"Euthera fascipennis.csv",5,0.7414,0.8852
"Euthyneura halidayi.csv",41,0.8988,0.685048780487805
"Euthyneura inermis.csv",13,0.9065,0.771307692307692
"Eutolmus haematoscelis.csv",7,0.817,0.829142857142857
"Eutrichota longimana.csv",15,0.777,0.762233333333333
"Eutrichota schineri.csv",14,0.8838,0.754071428571429
"Excrescentia mutuata.csv",6,0.7512,0.867583333333333
"Exechia bicincta.csv",25,0.8995,0.72248
"Exechia praedita.csv",6,0.7395,0.856333333333333
"Exhyalanthrax muscarius.csv",7,0.8478,0.8365
"Exhyalanthrax simonae.csv",21,0.9834,0.708547619047619
"Exodontha dubia.csv",14,0.7892,0.757428571428571
"Exoprosopa cleomene.csv",6,0.5,0.856166666666667
"Exoprosopa grandis.csv",5,0.8462,0.8794
"Exoprosopa pandora.csv",13,0.9604,0.762384615384615
"Fabomyia medicaginis.csv",7,0.8995,0.817
"Fannia carbonella.csv",7,0.8342,0.8395
"Fannia stigi.csv",9,0.7608,0.793222222222222
"Fannia subatripes.csv",6,0.6477,0.853666666666667
"Fannia umbratica.csv",20,0.73,0.72195
"Fausta nemorum.csv",14,0.8914,0.76125
"Ferneiella incompleta.csv",16,0.7927,0.7393125
"Forcipomyia (Forcipomyia) brevipennis.csv",28,0.8768,0.707017857142857
"Forcipomyia apricans.csv",7,0.7269,0.824714285714286
"Forcipomyia costata.csv",57,0.843,0.662
"Forcipomyia microcera.csv",10,0.7079,0.82205
"Forcipomyia perrisi.csv",24,0.8322,0.734333333333333
"Galiomyza galiivora.csv",5,0.8117,0.8738
"Galiomyza morio.csv",19,0.7679,0.760842105263158
"Galiomyza violiphaga.csv",8,0.6493,0.811875
"Gaurax borealis.csv",6,0.6024,0.87125
"Gaurax ephippium.csv",6,0.8864,0.83
"Gaurax fascipes.csv",24,0.7877,0.719354166666667
"Geomyza angustipennis.csv",7,0.6342,0.815
"Geomyza nartshukae.csv",81,0.9351,0.639086419753086
"Geomyza subnigra.csv",32,0.876,0.7065
"Georthocladius luteicornis.csv",55,0.8606,0.643272727272727
"Gephyraulus raphanistri.csv",5,0.8128,0.8935
"Geranomyia bezzii.csv",9,0.9617,0.77
"Germaria ruficeps.csv",13,0.84,0.769307692307692
"Geron (Geron) hesperidum.csv",28,0.9878,0.718214285714286
"Gitona distigma.csv",17,0.6604,0.752941176470588
"Glyphotriclis ornatus.csv",10,0.821,0.8027
"Glyptotendipes caulicola.csv",103,0.9419,0.629796116504854
"Glyptotendipes foliicola.csv",12,0.9139,0.76425
"Glyptotendipes ospeli.csv",72,0.9702,0.642
"Glyptotendipes viridis.csv",8,0.7271,0.786375
"Gonarcticus antennata.csv",6,0.8415,0.84725
"Gonia atra.csv",6,0.7726,0.844666666666667
"Gonia bimaculata.csv",16,0.9795,0.736
"Gonia vacua.csv",13,0.7723,0.784538461538462
"Goniglossum wiedemanni.csv",132,0.9187,0.618121212121212
"Gonomyia (Gonomyia) bifida.csv",46,0.9109,0.673152173913043
"Gonomyia (Prolipophleps) abbreviata.csv",41,0.882,0.69409756097561
"Gonomyia (Teuchogonomyia) edwardsi.csv",5,0.7026,0.8756
"Graphogaster brunnescens.csv",47,0.8871,0.66363829787234
"Graphogaster buccata.csv",5,0.8958,0.88
"Gymnochiromyia inermis.csv",24,0.8615,0.709166666666667
"Gymnochiromyia mihalyii.csv",5,0.9206,0.8857
"Gymnoclasiopa flavoantennata.csv",124,0.928,0.620072580645161
"Gymnomus sabroskyi.csv",7,0.8635,0.821428571428571
"Gymnophora forresteri.csv",16,0.8416,0.764
"Gymnoptera longicostalis.csv",7,0.7374,0.843142857142857
"Gymnoptera vitripennis.csv",6,0.9111,0.833
"Gymnopternus assimilis.csv",95,0.9328,0.636031578947368
"Gymnopternus chalybeus.csv",145,0.8894,0.602941379310345
"Haematopota csikii.csv",5,0.8843,0.8908
"Haematopota lambi.csv",5,0.8527,0.8794
"Halidaya aurea.csv",7,0.8441,0.847
"Hapalothrix lugubris.csv",6,0.9319,0.84675
"Harmandiola globuli.csv",158,0.8634,0.60496835443038
"Harmandiola populi.csv",5,0.8509,0.8608
"Harnischia fuscimanus.csv",58,0.835,0.657913793103448
"Hayesomyia tripunctata.csv",9,0.8343,0.804166666666667
"Hecamedoides unispinosus.csv",17,0.7652,0.721058823529412
"Heleniella serratosioi.csv",21,0.7025,0.715809523809524
"Heleomyza (Heleomyza) borealis.csv",21,0.7995,0.714190476190476
"Heleomyza pleuralis.csv",10,0.8894,0.7995
"Helina arctata.csv",8,0.9385,0.8045625
"Helina clara.csv",20,0.8003,0.73805
"Helina pulchella.csv",5,0.6542,0.877
"Helina quadrinotata.csv",10,0.7302,0.7944
"Helina sexmaculata.csv",69,0.7546,0.644115942028985
"Helina tetrastigma.csv",6,0.8975,0.873666666666667
"Helina veterana.csv",196,0.81,0.59481887755102
"Hemerodromia baetica.csv",34,0.8571,0.690764705882353
"Hemerodromia laudatoria.csv",10,0.957,0.7716
"Hemerodromia unilineata.csv",66,0.9339,0.648166666666667
"Hemeromyia remotinervis.csv",5,0.892,0.888
"Hemilea dimidiata.csv",13,0.8147,0.790461538461538
"Hemipenthes velutina.csv",403,0.8517,0.575545905707196
"Hercostomus (Hercostomus) argentifrons.csv",13,0.9115,0.757538461538461
"Hercostomus (Hercostomus) gracilis.csv",45,0.9255,0.684577777777778
"Hercostomus (Hercostomus) nigrilamellatus.csv",42,0.8711,0.672880952380952
"Hercostomus (Hercostomus) nigriplantis.csv",104,0.9197,0.635653846153846
"Hercostomus (Hercostomus) plagiatus.csv",64,0.8966,0.658359375
"Hercostomus (Hercostomus) rothi.csv",10,0.8561,0.78295
"Hercostomus fulvicaudis.csv",14,0.8288,0.76775
"Hercostomus parvilamellatus.csv",50,0.9159,0.66902
"Herina gyrans.csv",12,0.7697,0.7675
"Herina lacustris.csv",10,0.8951,0.7958
"Herina oscillans.csv",7,0.8359,0.841285714285714
"Herina paludum.csv",15,0.8616,0.745333333333333
"Herina rivosecchii.csv",8,0.891,0.8408125
"Herina tristis.csv",12,0.7666,0.79
"Heringia fulvimanus.csv",17,0.8009,0.742705882352941
"Heteralonia (Homolonia) megerlei.csv",26,0.8195,0.727615384615385
"Heteralonia (Zygodipla) aeaca.csv",6,0.6657,0.875166666666667
"Heteromyza commixta.csv",68,0.8891,0.639720588235294
"Heteropezula tenuis.csv",5,0.9986,0.8722
"Heterostylodes caledonica.csv",8,0.9193,0.8135
"Heterostylodes pilifer.csv",17,0.8404,0.747941176470588
"Heterotanytarsus brundini.csv",10,0.9236,0.8167
"Heterotrissocladius maeaeri.csv",14,0.673,0.778357142857143
"Hexatoma (Hexatoma) bicolor.csv",63,0.9117,0.649206349206349
"Hexomyza sarothamni.csv",45,0.8778,0.679355555555556
"Hexomyza schineri.csv",13,0.7657,0.764538461538462
"Hexomyza simplicoides.csv",10,0.7396,0.7891
"Hilara albipennis.csv",31,0.7655,0.706
"Hilara albiventris.csv",24,0.8996,0.72775
"Hilara anglodanica.csv",110,0.9245,0.620554545454545
"Hilara angustifrons.csv",10,0.8591,0.7846
"Hilara apta.csv",9,0.686,0.796888888888889
"Hilara brevivittata.csv",14,0.7675,0.761571428571429
"Hilara cantabrica.csv",35,0.912,0.692285714285714
"Hilara clypeata.csv",247,0.8934,0.592856275303644
"Hilara fulvibarba.csv",41,0.9011,0.682073170731707
"Hilara hyposeta.csv",5,0.8615,0.902
"Hilara media.csv",14,0.9319,0.772642857142857
"Hilara morata.csv",38,0.8778,0.683631578947368
"Hilara platyura.csv",174,0.912,0.600091954022989
"Hilara primula.csv",11,0.8895,0.765863636363636
"Hilara pseudocornicula.csv",54,0.9124,0.668962962962963
"Hilara quadriseta.csv",10,0.8944,0.79095
"Hilara quadrula.csv",8,0.9576,0.81
"Hilara recedens.csv",5,0.7963,0.874
"Hilara styriaca.csv",35,0.7183,0.684714285714286
"Hilara ternovensis.csv",26,0.9379,0.704942307692308
"Hilara thoracica.csv",158,0.9296,0.615715189873418
"Hirmoneura obscura.csv",5,0.833,0.8618
"Hirtodrosophila confusa.csv",75,0.8865,0.6454
"Hirtodrosophila subarctica.csv",13,0.8375,0.764153846153846
"Holoneurus paneliusi.csv",12,0.7722,0.769541666666667
"Holoplagia richardsi.csv",15,0.7307,0.7592
"Holoplagia transversalis.csv",15,0.7293,0.760733333333333
"Holopogon venustus.csv",9,0.6884,0.812888888888889
"Homalocephala bimaculata.csv",16,0.8265,0.7628125
"Homoneura biumbrata.csv",8,0.8869,0.8220625
"Homoneura consobrina.csv",21,0.9286,0.725380952380952
"Homoneura limnea.csv",6,0.946,0.848833333333333
"Homoneura patelliformis.csv",8,0.8559,0.824
"Homoneura tenera.csv",24,0.8245,0.724083333333333
"Homoneura tesquae.csv",15,0.9077,0.736933333333333
"Homoneura thalhammeri.csv",21,0.8978,0.712404761904762
"Hoplolabis (Parilisia) yezoana.csv",10,0.9173,0.82265
"Huebneria affinis.csv",89,0.874,0.636820224719101
"Hyadina scutellata.csv",10,0.8215,0.767
"Hyalurgus cruciger.csv",31,0.793,0.708145161290323
"Hybomitra ciureai.csv",65,0.8482,0.656230769230769
"Hydrellia flavicornis.csv",10,0.9574,0.7708
"Hydrellia fusca.csv",6,0.7412,0.83925
"Hydrellia meigeni.csv",6,0.8585,0.838833333333333
"Hydrellia ranunculi.csv",30,0.9076,0.6962
"Hydrobaenus lugubris.csv",10,0.8182,0.79085
"Hydrobaenus martini.csv",9,0.8778,0.756888888888889
"Hydrophorus balticus.csv",54,0.903,0.65662962962963
"Hydrophorus brunnicosus.csv",24,0.9243,0.716166666666667
"Hydrophorus oceanus.csv",92,0.9132,0.632858695652174
"Hydrophorus pilipes.csv",40,0.9264,0.670975
"Hydrophorus signifer.csv",16,0.894,0.734875
"Hydrophorus viridis.csv",9,0.8924,0.771944444444444
"Hydrotaea cinerea.csv",27,0.8248,0.718037037037037
"Hylemya latevittata.csv",8,0.9591,0.8013125
"Idiocera (Idiocera) punctata.csv",6,0.9426,0.836666666666667
"Idiocera (Idiocera) sexguttata.csv",8,0.8872,0.823625
"Idioptera macropteryx.csv",390,0.8004,0.571526923076923
"Irwiniella frontata.csv",7,0.9745,0.818571428571429
"Ischiolepta denticulata.csv",89,0.916,0.637595505617978
"Ischiolepta scabricula.csv",5,0.8978,0.909
"Jaapiella bryoniae.csv",9,0.621,0.760777777777778
"Jaapiella genistamtorquens.csv",5,0.5,0.8888
"Jaapiella genisticola.csv",10,0.8031,0.8179
"Jaapiella hypochoeridis.csv",16,0.9457,0.751
"Jaapiella jaapiana.csv",5,0.9648,0.8746
"Jaapiella loticola.csv",10,0.8187,0.7979
"Jaapiella vacciniorum.csv",7,0.7516,0.814857142857143
"Janetia cerris.csv",12,0.8435,0.790916666666667
"Janetiella lemeei.csv",14,0.8159,0.746214285714286
"Jassidophaga pilosa.csv",53,0.7401,0.665632075471698
"Jassidophaga setosa.csv",46,0.825,0.679608695652174
"Jassidophaga villosa.csv",84,0.8103,0.642916666666667
"Jungiella (Jungiella) parvula.csv",6,0.8657,0.861
"Jungiella (Parajungiella) consors.csv",23,0.8118,0.70095652173913
"Kaltenbachiola strobi.csv",6,0.7715,0.836833333333333
"Keroplatus dispar.csv",143,0.8474,0.620101398601399
"Kloosia pusilla.csv",10,0.856,0.7934
"Kurzenkoiellus dasypygus.csv",9,0.8173,0.839
"Lamprochromus bifasciatus.csv",53,0.9148,0.657358490566038
"Lampromyia (Lampromyia) canariensis.csv",7,0.9871,0.841
"Laphria bomboides.csv",12,0.8654,0.76775
"Laphria dizonias.csv",5,0.5,0.8732
"Laphria vulpina.csv",5,0.7031,0.87
"Lasiambia baliola.csv",15,0.9517,0.745033333333333
"Lasiambia brevibucca.csv",35,0.8388,0.690128571428571
"Lasiomma curtigena.csv",8,0.7695,0.8284375
"Lasiopa peleteria.csv",9,0.9047,0.782777777777778
"Lasiopa tsacasi.csv",9,0.916,0.816777777777778
"Lasiopa villosa.csv",8,0.5,0.79975
"Lasioptera artemisiae.csv",12,0.7706,0.784333333333333
"Lasioptera eryngii.csv",14,0.781,0.775785714285714
"Lasioptera populnea.csv",21,0.8197,0.710761904761905
"Lasiosina intermedia.csv",5,0.7381,0.9002
"Lasiosina parvipennis.csv",14,0.8975,0.764
"Lauxania (Callixania) minor.csv",7,0.662,0.821928571428571
"Leia arsona.csv",11,0.9419,0.774227272727273
"Leia piffardi.csv",5,0.8477,0.8814
"Leia winthemii.csv",117,0.7635,0.638042735042735
"Leiomyza laevigata.csv",13,0.8728,0.778153846153846
"Leiomyza scatophagina.csv",65,0.8564,0.667307692307692
"Lejops contracta.csv",549,0.8869,0.561893442622951
"Lejops interpunctus.csv",449,0.871,0.567570155902004
"Lejops transfugus.csv",364,0.9005,0.582928571428571
"Leopoldius calceatus.csv",24,0.8966,0.723541666666667
"Leopoldius valvatus.csv",19,0.9493,0.747368421052632
"Leucophora cinerea.csv",38,0.8772,0.673894736842105
"Leucophora sociata.csv",8,0.8819,0.807375
"Leucophora sponsa.csv",15,0.8982,0.7564
"Leucophora unistriata.csv",8,0.8024,0.8179375
"Leucopis (Leucopis) cinarophaga.csv",5,0.866,0.8639
"Leucopis (Leucopis) glyphinivora.csv",12,0.746,0.777166666666667
"Leucopis (Leucopis) griseola.csv",9,0.8109,0.837
"Leucopis (Leucopis) scutellata.csv",5,0.9658,0.8666
"Leucostoma anthracinum.csv",5,0.768,0.8973
"Ligyra ferrea.csv",8,0.9049,0.8023125
"Limnophora bipunctata.csv",8,0.9753,0.80025
"Limnophora exuta.csv",11,0.9105,0.795227272727273
"Limnophora nigripes.csv",37,0.7393,0.692810810810811
"Limnophora nitidithorax.csv",5,0.9558,0.8535
"Limnophora scrupulosa.csv",14,0.8971,0.756928571428571
"Limonia (Rhipidia) ctenophora.csv",28,0.8351,0.7015
"Limonia (Rhipidia) pauperior.csv",1825,0.8569,0.541934794520548
"Limonia alpicola.csv",1065,0.8742,0.548850704225352
"Limonia masoni.csv",338,0.9284,0.582832840236686
"Linnaemya (Ophina) olsufjevi.csv",6,0.7708,0.876833333333333
"Lipara rufitarsis.csv",39,0.9115,0.679230769230769
"Lipiniella araenicola.csv",17,0.6753,0.725911764705882
"Lipsothrix nervosa.csv",199,0.9434,0.596336683417085
"Lipsothrix remota.csv",451,0.9202,0.568018847006652
"Liriomyza approximata.csv",10,0.5589,0.7846
"Liriomyza balcanica.csv",10,0.7646,0.7916
"Liriomyza cannabis.csv",10,0.6176,0.81705
"Liriomyza centaureae.csv",13,0.8149,0.793076923076923
"Liriomyza cepae.csv",5,0.6357,0.8584
"Liriomyza congesta.csv",95,0.8119,0.6356
"Liriomyza dianthicola.csv",7,0.8422,0.846142857142857
"Liriomyza endiviae.csv",5,0.612,0.8552
"Liriomyza erucifolli.csv",8,0.8586,0.8313125
"Liriomyza eupatoriana.csv",12,0.7344,0.7935
"Liriomyza flavopicta.csv",9,0.7407,0.793388888888889
"Liriomyza hieracii.csv",16,0.7819,0.755875
"Liriomyza hieraciivora.csv",6,0.8168,0.868833333333333
"Liriomyza lutea.csv",33,0.8062,0.720075757575758
"Liriomyza pascuum.csv",32,0.874,0.69778125
"Liriomyza pisivora.csv",13,0.8396,0.799192307692308
"Liriomyza pseudopygmina.csv",5,0.532,0.8651
"Liriomyza puella.csv",10,0.6592,0.8085
"Liriomyza pusilla.csv",53,0.8201,0.66011320754717
"Liriomyza soror.csv",7,0.6651,0.821285714285714
"Liriomyza umbilici.csv",23,0.9927,0.737521739130435
"Liriomyza xanthocera.csv",5,0.6826,0.8631
"Lispe hydromyzina.csv",5,0.8983,0.8662
"Lispe loewi.csv",19,0.9126,0.753368421052632
"Lispocephala mikii.csv",5,0.9093,0.883
"Lispocephala rubricornis.csv",5,0.8797,0.8779
"Litophasia hyalipennis.csv",21,0.8745,0.730809523809524
"Lomatia belzebul.csv",9,0.8029,0.802777777777778
"Lonchaea albitarsis.csv",12,0.751,0.775
"Lonchaea caledonica.csv",23,0.873,0.712130434782609
"Lonchaea carpathica.csv",20,0.8752,0.74825
"Lonchaea caucasica.csv",7,0.8059,0.823428571428571
"Lonchaea contraria.csv",5,0.7973,0.8623
"Lonchaea laxa.csv",9,0.7561,0.800333333333333
"Lonchaea mallochi.csv",23,0.8433,0.726565217391304
"Lonchaea sororcula.csv",5,0.7205,0.8736
"Lonchaea stackelbergi.csv",8,0.7067,0.826125
"Lonchaea subneatosa.csv",12,0.8068,0.765208333333333
"Lordiphosa acuminata.csv",8,0.8334,0.806375
"Lotobia africana.csv",6,0.806,0.8615
"Lotobia pallidiventris.csv",6,0.8095,0.87475
"Ludovicius dufourii.csv",10,0.9535,0.8128
"Ludovicius eucerus.csv",7,0.9177,0.836928571428571
"Lyciella illota.csv",332,0.7936,0.572489457831325
"Lyciella laeta.csv",224,0.8033,0.585089285714286
"Lyciella rorida.csv",1020,0.8337,0.549947058823529
"Lyciella vittata.csv",97,0.8178,0.626247422680412
"Lycoriella (Hemineurina) globiceps.csv",28,0.7971,0.72575
"Lycoriella (Hemineurina) vitticollis.csv",5,0.66,0.8494
"Lycoriella (Lycoriella) castanescens.csv",10,0.9489,0.7928
"Lycoriella (Lycoriella) subterranea.csv",5,0.9113,0.8676
"Machimus (Machimus) caliginosus.csv",10,0.8147,0.8118
"Machimus (Machimus) chrysitis.csv",87,0.7658,0.642172413793103
"Machimus (Machimus) cyanopus.csv",13,0.8474,0.758846153846154
"Machimus (Machimus) fimbriatus.csv",15,0.8387,0.765066666666667
"Machimus (Machimus) lacinulatus.csv",13,0.7164,0.770076923076923
"Machimus (Machimus) pilipes.csv",13,0.7435,0.76
"Machimus setiventris.csv",23,0.8641,0.72804347826087
"Macrocera anglica.csv",36,0.8802,0.693666666666667
"Macrocera crassicornis.csv",8,0.813,0.808875
"Macrodiplosis quercus.csv",87,0.9361,0.646103448275862
"Macrolabis incolens.csv",5,0.8102,0.8889
"Macrolabis pilosellae.csv",6,0.8028,0.843916666666667
"Macrolabis rhodophila.csv",5,0.869,0.8954
